2022-02-11 15:41:00 +0000  Initial pipeline context: <IDEDistributionProcessingPipelineContext: 0x166ba4b80; archive(resolved)="<IDEArchive: 0x1168cf680>", distributionTask(resolved)="2", distributionDestination(resolved)="1", distributionMethod(resolved)="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team(resolved)="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	Chain (14, self inclusive):
	<IDEDistributionProcessingPipelineContext: 0x166ba4b80; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionProcessingPipelineContext: 0x166b8f370; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x166f899b0; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x131f7a2a0; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10d14fb20; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10d42ae60; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10d42a890; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x10d406f70; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x131f4ff10; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="<IDEProvisioningDisambiguatableBasicTeam: 0x131ed0c90; teamID='6VZ36AT3CP', teamName='Joshua Winkeljann', teamType='Individual', username='joshi.winkeljann@gmail.com', isFreeProvisioningTeam='0'>">
	<IDEDistributionContext: 0x131f4fb00; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="(null)">
	<IDEDistributionContext: 0x131f47430; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="(null)">
	<IDEDistributionContext: 0x131f47260; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="(null)">
	<IDEDistributionContext: 0x165876460; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="<IDEDistributionMethodiOSAdHoc: 0x1229ef110>", team="(null)">
	<IDEDistributionContext: 0x1658467d0; archive = "<IDEArchive: 0x1168cf680>", distributionMethod="(null)", team="(null)">
</IDEDistributionProcessingPipelineContext: 0x166ba4b80>
2022-02-11 15:41:00 +0000  Processing step: IDEDistributionCreateDestRootStep
2022-02-11 15:41:00 +0000  Processing step: IDEDistributionCopyItemStep
2022-02-11 15:41:00 +0000  Running /usr/bin/ditto '-V' '/Users/joshuawinkeljann/Library/Developer/Xcode/Archives/2022-02-11/Runner 2.xcarchive/Products/Applications/Runner.app' '/var/folders/xx/b90zz6cs68158qm6hmytt3zh0000gn/T/XcodeDistPipeline.~~~I5GV2t/Root/Payload/Runner.app'
2022-02-11 15:41:00 +0000  >>> Copying /Users/joshuawinkeljann/Library/Developer/Xcode/Archives/2022-02-11/Runner 2.xcarchive/Products/Applications/Runner.app 
2022-02-11 15:41:00 +0000  copying file ./_CodeSignature/CodeResources ... 
2022-02-11 15:41:00 +0000  25539 bytes for ./_CodeSignature/CodeResources
2022-02-11 15:41:00 +0000  copying file ./AppIcon20x20@2x.png ... 
2022-02-11 15:41:00 +0000  1304 bytes for ./AppIcon20x20@2x.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon20x20@3x.png ... 
2022-02-11 15:41:00 +0000  1883 bytes for ./AppIcon20x20@3x.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon29x29.png ... 
2022-02-11 15:41:00 +0000  1010 bytes for ./AppIcon29x29.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon60x60@2x.png ... 
2022-02-11 15:41:00 +0000  3364 bytes for ./AppIcon60x60@2x.png
2022-02-11 15:41:00 +0000  copying file ./Runner ... 
2022-02-11 15:41:00 +0000  176928 bytes for ./Runner
2022-02-11 15:41:00 +0000  copying file ./AppIcon29x29@2x.png ... 
2022-02-11 15:41:00 +0000  1767 bytes for ./AppIcon29x29@2x.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon40x40@3x.png ... 
2022-02-11 15:41:00 +0000  3364 bytes for ./AppIcon40x40@3x.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon29x29~ipad.png ... 
2022-02-11 15:41:00 +0000  1010 bytes for ./AppIcon29x29~ipad.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon40x40@2x.png ... 
2022-02-11 15:41:00 +0000  2389 bytes for ./AppIcon40x40@2x.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon29x29@3x.png ... 
2022-02-11 15:41:00 +0000  2427 bytes for ./AppIcon29x29@3x.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon60x60@3x.png ... 
2022-02-11 15:41:00 +0000  4812 bytes for ./AppIcon60x60@3x.png
2022-02-11 15:41:00 +0000  copying file ./Base.lproj/Main.storyboardc/UIViewController-BYZ-38-t0r.nib ... 
2022-02-11 15:41:00 +0000  923 bytes for ./Base.lproj/Main.storyboardc/UIViewController-BYZ-38-t0r.nib
2022-02-11 15:41:00 +0000  copying file ./Base.lproj/Main.storyboardc/BYZ-38-t0r-view-8bC-Xf-vdC.nib ... 
2022-02-11 15:41:00 +0000  1835 bytes for ./Base.lproj/Main.storyboardc/BYZ-38-t0r-view-8bC-Xf-vdC.nib
2022-02-11 15:41:00 +0000  copying file ./Base.lproj/Main.storyboardc/Info.plist ... 
2022-02-11 15:41:00 +0000  258 bytes for ./Base.lproj/Main.storyboardc/Info.plist
2022-02-11 15:41:00 +0000  copying file ./Base.lproj/LaunchScreen.storyboardc/01J-lp-oVM-view-Ze5-6b-2t3.nib ... 
2022-02-11 15:41:00 +0000  2281 bytes for ./Base.lproj/LaunchScreen.storyboardc/01J-lp-oVM-view-Ze5-6b-2t3.nib
2022-02-11 15:41:00 +0000  copying file ./Base.lproj/LaunchScreen.storyboardc/UIViewController-01J-lp-oVM.nib ... 
2022-02-11 15:41:00 +0000  896 bytes for ./Base.lproj/LaunchScreen.storyboardc/UIViewController-01J-lp-oVM.nib
2022-02-11 15:41:00 +0000  copying file ./Base.lproj/LaunchScreen.storyboardc/Info.plist ... 
2022-02-11 15:41:00 +0000  258 bytes for ./Base.lproj/LaunchScreen.storyboardc/Info.plist
2022-02-11 15:41:00 +0000  copying file ./Assets.car ... 
2022-02-11 15:41:00 +0000  95631 bytes for ./Assets.car
2022-02-11 15:41:00 +0000  copying file ./AppFrameworkInfo.plist ... 
2022-02-11 15:41:00 +0000  376 bytes for ./AppFrameworkInfo.plist
2022-02-11 15:41:00 +0000  copying file ./AppIcon40x40@2x~ipad.png ... 
2022-02-11 15:41:00 +0000  2389 bytes for ./AppIcon40x40@2x~ipad.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon76x76@2x~ipad.png ... 
2022-02-11 15:41:00 +0000  4121 bytes for ./AppIcon76x76@2x~ipad.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon83.5x83.5@2x~ipad.png ... 
2022-02-11 15:41:00 +0000  4539 bytes for ./AppIcon83.5x83.5@2x~ipad.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon29x29@2x~ipad.png ... 
2022-02-11 15:41:00 +0000  1767 bytes for ./AppIcon29x29@2x~ipad.png
2022-02-11 15:41:00 +0000  copying file ./AppIcon40x40~ipad.png ... 
2022-02-11 15:41:00 +0000  1304 bytes for ./AppIcon40x40~ipad.png
2022-02-11 15:41:00 +0000  copying file ./Frameworks/libswiftCoreImage.dylib ... 
2022-02-11 15:41:00 +0000  335088 bytes for ./Frameworks/libswiftCoreImage.dylib
2022-02-11 15:41:00 +0000  copying file ./Frameworks/libswiftObjectiveC.dylib ... 
2022-02-11 15:41:00 +0000  400128 bytes for ./Frameworks/libswiftObjectiveC.dylib
2022-02-11 15:41:00 +0000  copying file ./Frameworks/libswiftCore.dylib ... 
2022-02-11 15:41:00 +0000  23297584 bytes for ./Frameworks/libswiftCore.dylib
copying file ./Frameworks/libswiftCoreGraphics.dylib ... 
2022-02-11 15:41:00 +0000  857664 bytes for ./Frameworks/libswiftCoreGraphics.dylib
copying file ./Frameworks/libswiftUIKit.dylib ... 
655632 bytes for ./Frameworks/libswiftUIKit.dylib
copying file ./Frameworks/libswiftMetal.dylib ... 
2022-02-11 15:41:00 +0000  395712 bytes for ./Frameworks/libswiftMetal.dylib
copying file ./Frameworks/libswiftDispatch.dylib ... 
